split,label,filename,width,height,sharpness,brightness,contrast,noise,saturation,entropy,edge_density
test,blur,dataset\generated\test\blur\IMG_20240714_171501_blur.jpg,1836,4080,21.4061,160.1815,68.8071,1.1245,0.2201,7.7047,0.0163
test,clean,dataset\generated\test\clean\IMG20240801122648_clean.jpg,3472,4624,82.9545,127.2251,70.3844,1.9589,0.2176,7.5317,0.0097
test,clean,dataset\generated\test\clean\IMG20240802185308_clean.jpg,3072,4096,53.5981,121.2234,55.5964,1.7482,0.2668,7.5532,0.025
test,clean,dataset\generated\test\clean\IMG20240802185549_clean.jpg,3472,4624,23.1009,123.4584,49.3403,1.139,0.2744,7.421,0.0061
test,clean,dataset\generated\test\clean\IMG20240811134913_clean.jpg,2304,4096,829.095,139.7509,60.4788,6.4408,0.22,7.4016,0.1786
test,clean,dataset\generated\test\clean\IMG20240817100603_clean.jpg,2304,4096,331.8702,146.2638,58.0796,4.1897,0.2809,7.6083,0.1396
test,clean,dataset\generated\test\clean\IMG20240826181402_clean.jpg,2304,4096,251.6677,117.3025,60.1647,3.6295,0.2064,7.6797,0.0842
test,clean,dataset\generated\test\clean\IMG20240910145401_clean.jpg,2304,4096,262.0939,149.9792,42.1943,3.7215,0.1607,6.9775,0.0291
test,clean,dataset\generated\test\clean\IMG_20240714_171501_clean.jpg,1836,4080,132.8765,160.1766,69.2736,2.6685,0.2214,7.7059,0.0245
test,noise,dataset\generated\test\noise\IMG20240801122648_noise.jpg,3472,4624,9848.7219,127.6371,70.8902,17.777,0.2824,7.9265,0.2885
test,noise,dataset\generated\test\noise\IMG20240802185308_noise.jpg,3072,4096,7662.5071,120.8611,58.1298,15.69,0.3103,7.7878,0.2765
test,noise,dataset\generated\test\noise\IMG20240802185549_noise.jpg,3472,4624,8900.7824,123.3846,52.6974,16.8834,0.3057,7.6896,0.2951
test,noise,dataset\generated\test\noise\IMG20240811134913_noise.jpg,2304,4096,10377.856,139.1111,62.0836,18.5983,0.2539,7.8638,0.3328
test,noise,dataset\generated\test\noise\IMG20240817100603_noise.jpg,2304,4096,3007.591,145.6152,58.8719,10.129,0.2824,7.7538,0.1856
test,noise,dataset\generated\test\noise\IMG20240826181402_noise.jpg,2304,4096,7291.5109,116.7636,60.9942,15.4246,0.275,7.8392,0.2746
test,noise,dataset\generated\test\noise\IMG20240910145401_noise.jpg,2304,4096,9729.7878,149.0379,45.8932,17.7886,0.2071,7.481,0.2884
test,noise,dataset\generated\test\noise\IMG_20240714_171501_noise.jpg,1836,4080,11486.2991,157.2955,69.4176,19.24,0.2579,7.8402,0.3094
test,overexposure,dataset\generated\test\overexposure\IMG20240801122648_overexposure.jpg,3472,4624,229.3651,194.3387,86.8675,3.2199,0.1579,5.1209,0.0189
test,overexposure,dataset\generated\test\overexposure\IMG20240802185308_overexposure.jpg,3072,4096,125.8028,194.9378,69.5578,2.5791,0.2093,5.7863,0.0327
test,overexposure,dataset\generated\test\overexposure\IMG20240802185549_overexposure.jpg,3472,4624,58.0132,193.7698,69.4866,1.7751,0.2482,6.5736,0.0276
test,overexposure,dataset\generated\test\overexposure\IMG20240811134913_overexposure.jpg,2304,4096,1907.7677,221.4518,63.8818,9.4629,0.145,4.4911,0.1156
test,overexposure,dataset\generated\test\overexposure\IMG20240817100603_overexposure.jpg,2304,4096,860.6616,213.8728,56.8095,6.6527,0.1827,5.4072,0.1477
test,overexposure,dataset\generated\test\overexposure\IMG20240826181402_overexposure.jpg,2304,4096,483.1075,170.1109,71.2552,4.9183,0.1813,7.373,0.12
test,overexposure,dataset\generated\test\overexposure\IMG20240910145401_overexposure.jpg,2304,4096,563.7089,235.3303,45.0716,5.232,0.0983,3.8212,0.0277
test,overexposure,dataset\generated\test\overexposure\IMG_20240714_171501_overexposure.jpg,1836,4080,258.1696,219.2574,61.8422,3.6421,0.1058,3.974,0.0237
test,severe_degradation,dataset\generated\test\severe_degradation\IMG20240801122648_severe_degradation.jpg,3472,4624,9034.4626,59.2072,34.9871,16.9955,0.3721,7.0404,0.2573
test,severe_degradation,dataset\generated\test\severe_degradation\IMG20240802185308_severe_degradation.jpg,3072,4096,9242.7972,55.8972,30.6136,17.1939,0.402,6.9036,0.2805
test,severe_degradation,dataset\generated\test\severe_degradation\IMG20240802185549_severe_degradation.jpg,3472,4624,9462.6048,56.6804,29.2142,17.3939,0.3879,6.8572,0.2814
test,severe_degradation,dataset\generated\test\severe_degradation\IMG20240811134913_severe_degradation.jpg,2304,4096,9762.5665,63.5548,32.3102,17.6719,0.3467,7.009,0.2924
test,severe_degradation,dataset\generated\test\severe_degradation\IMG20240817100603_severe_degradation.jpg,2304,4096,9949.0764,66.1736,32.4318,17.8408,0.3635,7.02,0.3003
test,severe_degradation,dataset\generated\test\severe_degradation\IMG20240826181402_severe_degradation.jpg,2304,4096,9107.6634,54.3544,31.7621,17.07,0.3893,6.9369,0.2735
test,severe_degradation,dataset\generated\test\severe_degradation\IMG20240910145401_severe_degradation.jpg,2304,4096,10264.0458,67.3545,28.007,18.1173,0.3163,6.8401,0.3033
test,severe_degradation,dataset\generated\test\severe_degradation\IMG_20240714_171501_severe_degradation.jpg,1836,4080,9842.1171,72.6281,36.0884,17.7434,0.336,7.1452,0.2886
test,underexposure,dataset\generated\test\underexposure\IMG20240801122648_underexposure.jpg,3472,4624,43.8608,66.7419,37.2386,1.3739,0.223,6.6347,0.0025
test,underexposure,dataset\generated\test\underexposure\IMG20240802185308_underexposure.jpg,3072,4096,19.6981,63.2148,29.2367,1.0427,0.2696,6.6295,0.0144
test,underexposure,dataset\generated\test\underexposure\IMG20240802185549_underexposure.jpg,3472,4624,4.2042,39.24,15.8932,0.477,0.2836,5.7916,0.0
test,underexposure,dataset\generated\test\underexposure\IMG20240811134913_underexposure.jpg,2304,4096,97.6081,47.5403,20.7667,2.2273,0.2304,5.8677,0.0182
test,underexposure,dataset\generated\test\underexposure\IMG20240817100603_underexposure.jpg,2304,4096,28.8241,39.8073,16.0016,1.2352,0.2866,5.7544,0.0002
test,underexposure,dataset\generated\test\underexposure\IMG20240826181402_underexposure.jpg,2304,4096,71.4766,55.7791,28.8906,1.8983,0.2071,6.6301,0.0252
test,underexposure,dataset\generated\test\underexposure\IMG20240910145401_underexposure.jpg,2304,4096,25.9025,44.3742,12.6816,1.1726,0.1641,5.3034,0.0123
test,underexposure,dataset\generated\test\underexposure\IMG_20240714_171501_underexposure.jpg,1836,4080,52.6288,84.178,36.6362,1.6155,0.2247,6.7999,0.0136
